id,level,root_list,tokens
a177,b,"[1, 89]","[{""kind"": ""word"", ""ar"": ""الوثيقة"", ""voweled"": ""الْوَثِيقَة"", ""en"": ""the document"", ""roots"": [89], ""lemma"": ""وثيقة""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المكتب"", ""voweled"": ""الْمَكْتَب"", ""en"": ""the office"", ""roots"": [1], ""lemma"": ""مكتب""}]"
a178,i,"[45, 89, 92]","[{""kind"": ""word"", ""ar"": ""حفظ"", ""voweled"": ""حَفِظَ"", ""en"": ""memorized; kept"", ""roots"": [92], ""lemma"": ""حفظ""}, {""kind"": ""word"", ""ar"": ""الأمين"", ""voweled"": ""الْأَمِين"", ""en"": ""the trustworthy; custodian"", ""roots"": [45], ""lemma"": ""أمين""}, {""kind"": ""word"", ""ar"": ""الوثيقة"", ""voweled"": ""الْوَثِيقَة"", ""en"": ""the document"", ""roots"": [89], ""lemma"": ""وثيقة""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المحفظة"", ""voweled"": ""الْمِحْفَظَة"", ""en"": ""the wallet; briefcase"", ""roots"": [92], ""lemma"": ""محفظة""}]"
a179,b,"[25, 38, 89]","[{""kind"": ""word"", ""ar"": ""التوثيق"", ""voweled"": ""التَّوْثِيق"", ""en"": ""the documentation"", ""roots"": [89], ""lemma"": ""توثيق""}, {""kind"": ""word"", ""ar"": ""مطلوب"", ""voweled"": ""مَطْلُوب"", ""en"": ""required"", ""roots"": [25], ""lemma"": ""مطلوب""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المحكمة"", ""voweled"": ""الْمَحْكَمَة"", ""en"": ""the court"", ""roots"": [38], ""lemma"": ""محكمة""}]"
a180,i,"[12, 18, 38]","[{""kind"": ""word"", ""ar"": ""المحكمة"", ""voweled"": ""الْمَحْكَمَة"", ""en"": ""the court"", ""roots"": [38], ""lemma"": ""محكمة""}, {""kind"": ""word"", ""ar"": ""تنظر"", ""voweled"": ""تَنْظُر"", ""en"": ""looks (f.)"", ""roots"": [12], ""lemma"": ""نظر"", ""inflected"": ""conj""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المسألة"", ""voweled"": ""الْمَسْأَلَة"", ""en"": ""the matter; issue"", ""roots"": [18], ""lemma"": ""مسألة""}, {""kind"": ""func"", ""ar"": ""غدا"", ""voweled"": ""غَدًا"", ""en"": ""tomorrow"", ""roots"": []}]"
a181,b,"[12, 32, 36, 71]","[{""kind"": ""word"", ""ar"": ""منظر"", ""voweled"": ""مَنْظَر"", ""en"": ""view"", ""roots"": [12], ""lemma"": ""منظر""}, {""kind"": ""word"", ""ar"": ""المدينة"", ""voweled"": ""الْمَدِينَة"", ""en"": ""the city"", ""roots"": [36], ""lemma"": ""مدينة""}, {""kind"": ""word"", ""ar"": ""ليلا"", ""voweled"": ""لَيْلًا"", ""en"": ""at night"", ""roots"": [71], ""lemma"": ""ليلا""}, {""kind"": ""word"", ""ar"": ""جميل"", ""voweled"": ""جَمِيل"", ""en"": ""beautiful"", ""roots"": [32], ""lemma"": ""جميل""}]"
a183,b,"[78, 99]","[{""kind"": ""word"", ""ar"": ""المحاضرة"", ""voweled"": ""الْمُحَاضَرَة"", ""en"": ""the lecture"", ""roots"": [99], ""lemma"": ""محاضرة""}, {""kind"": ""func"", ""ar"": ""عن"", ""voweled"": ""عَنْ"", ""en"": ""about"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""الحضارة"", ""voweled"": ""الْحَضَارَة"", ""en"": ""the civilization"", ""roots"": [99], ""lemma"": ""حضارة""}, {""kind"": ""word"", ""ar"": ""القديمة"", ""voweled"": ""الْقَدِيمَة"", ""en"": ""the old (f.)"", ""roots"": [78], ""lemma"": ""قديم"", ""inflected"": ""fem""}]"
a184,i,"[1, 14, 19, 25]","[{""kind"": ""word"", ""ar"": ""عرف"", ""voweled"": ""عَرَفَ"", ""en"": ""knew"", ""roots"": [14], ""lemma"": ""عرف""}, {""kind"": ""word"", ""ar"": ""الطالب"", ""voweled"": ""الطَّالِب"", ""en"": ""the student"", ""roots"": [25], ""lemma"": ""طالب""}, {""kind"": ""word"", ""ar"": ""الجواب"", ""voweled"": ""الْجَوَاب"", ""en"": ""the answer"", ""roots"": [19], ""lemma"": ""جواب""}, {""kind"": ""func"", ""ar"": ""من"", ""voweled"": ""مِنْ"", ""en"": ""from"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""الكتاب"", ""voweled"": ""الْكِتَاب"", ""en"": ""the book"", ""roots"": [1], ""lemma"": ""كتاب""}]"
a186,b,"[2, 34, 88]","[{""kind"": ""word"", ""ar"": ""صدق"", ""voweled"": ""صَدَقَ"", ""en"": ""was truthful"", ""roots"": [88], ""lemma"": ""صدق""}, {""kind"": ""word"", ""ar"": ""الرجل"", ""voweled"": ""الرَّجُل"", ""en"": ""the man"", ""roots"": [34], ""lemma"": ""رجل""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""قوله"", ""voweled"": ""قَوْلِهِ"", ""en"": ""his speech"", ""roots"": [2], ""lemma"": ""قول"", ""inflected"": ""poss""}]"
a187,b,"[28, 32, 35]","[{""kind"": ""word"", ""ar"": ""البيت"", ""voweled"": ""الْبَيْت"", ""en"": ""the house"", ""roots"": [35], ""lemma"": ""بيت""}, {""kind"": ""word"", ""ar"": ""الكبير"", ""voweled"": ""الْكَبِير"", ""en"": ""the big"", ""roots"": [28], ""lemma"": ""كبير""}, {""kind"": ""word"", ""ar"": ""جميل"", ""voweled"": ""جَمِيل"", ""en"": ""beautiful"", ""roots"": [32], ""lemma"": ""جميل""}]"
a188,b,"[30, 59, 78]","[{""kind"": ""word"", ""ar"": ""الطريق"", ""voweled"": ""الطَّرِيق"", ""en"": ""the road; way"", ""roots"": [59], ""lemma"": ""طريق""}, {""kind"": ""word"", ""ar"": ""القديم"", ""voweled"": ""الْقَدِيم"", ""en"": ""the old"", ""roots"": [78], ""lemma"": ""قديم""}, {""kind"": ""word"", ""ar"": ""طويل"", ""voweled"": ""طَوِيل"", ""en"": ""long; tall"", ""roots"": [30], ""lemma"": ""طويل""}]"
a189,b,"[32, 36, 53]","[{""kind"": ""word"", ""ar"": ""الحياة"", ""voweled"": ""الْحَيَاة"", ""en"": ""the life"", ""roots"": [53], ""lemma"": ""حياة""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""المدينة"", ""voweled"": ""الْمَدِينَة"", ""en"": ""the city"", ""roots"": [36], ""lemma"": ""مدينة""}, {""kind"": ""word"", ""ar"": ""جميلة"", ""voweled"": ""جَمِيلَة"", ""en"": ""beautiful (f.)"", ""roots"": [32], ""lemma"": ""جميل"", ""inflected"": ""fem""}]"
a190,b,"[16, 20, 26]","[{""kind"": ""word"", ""ar"": ""أحب"", ""voweled"": ""أُحِبّ"", ""en"": ""I love"", ""roots"": [20], ""lemma"": ""أحب""}, {""kind"": ""word"", ""ar"": ""القراءة"", ""voweled"": ""الْقِرَاءَة"", ""en"": ""the reading"", ""roots"": [16], ""lemma"": ""قراءة""}, {""kind"": ""word"", ""ar"": ""كثيرا"", ""voweled"": ""كَثِيرًا"", ""en"": ""a lot"", ""roots"": [26], ""lemma"": ""كثير"", ""inflected"": ""acc""}]"
a191,b,"[20, 37, 41]","[{""kind"": ""word"", ""ar"": ""أحب"", ""voweled"": ""أُحِبّ"", ""en"": ""I love"", ""roots"": [20], ""lemma"": ""أحب""}, {""kind"": ""word"", ""ar"": ""بلدي"", ""voweled"": ""بَلَدِي"", ""en"": ""my country"", ""roots"": [37], ""lemma"": ""بلدي""}, {""kind"": ""func"", ""ar"": ""و"", ""voweled"": ""وَ"", ""en"": ""and"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""شعبه"", ""voweled"": ""شَعْبِهِ"", ""en"": ""its people"", ""roots"": [41], ""lemma"": ""شعب"", ""inflected"": ""poss""}]"
a193,b,"[32, 33, 86]","[{""kind"": ""word"", ""ar"": ""مشاعر"", ""voweled"": ""مَشَاعِر"", ""en"": ""feelings"", ""roots"": [86], ""lemma"": ""شعور"", ""inflected"": ""pl""}, {""kind"": ""word"", ""ar"": ""الوالدة"", ""voweled"": ""الْوَالِدَة"", ""en"": ""the mother"", ""roots"": [33], ""lemma"": ""والدة""}, {""kind"": ""word"", ""ar"": ""جميلة"", ""voweled"": ""جَمِيلَة"", ""en"": ""beautiful (f.)"", ""roots"": [32], ""lemma"": ""جميل"", ""inflected"": ""fem""}]"
a195,b,"[1, 32, 86]","[{""kind"": ""word"", ""ar"": ""الشاعر"", ""voweled"": ""الشَّاعِر"", ""en"": ""the poet"", ""roots"": [86], ""lemma"": ""شاعر""}, {""kind"": ""word"", ""ar"": ""كتب"", ""voweled"": ""كَتَبَ"", ""en"": ""wrote"", ""roots"": [1], ""lemma"": ""كتب""}, {""kind"": ""word"", ""ar"": ""شعرا"", ""voweled"": ""شِعْرًا"", ""en"": ""poetry (acc.)"", ""roots"": [86], ""lemma"": ""شعر"", ""inflected"": ""acc""}, {""kind"": ""word"", ""ar"": ""جميلا"", ""voweled"": ""جَمِيلًا"", ""en"": ""beautiful (acc.)"", ""roots"": [32], ""lemma"": ""جميل"", ""inflected"": ""acc""}]"
a196,b,"[30, 33, 86]","[{""kind"": ""word"", ""ar"": ""شعر"", ""voweled"": ""شَعْر"", ""en"": ""hair"", ""roots"": [86], ""lemma"": ""شعر""}, {""kind"": ""word"", ""ar"": ""الولد"", ""voweled"": ""الْوَلَد"", ""en"": ""the boy"", ""roots"": [33], ""lemma"": ""ولد""}, {""kind"": ""word"", ""ar"": ""طويل"", ""voweled"": ""طَوِيل"", ""en"": ""long; tall"", ""roots"": [30], ""lemma"": ""طويل""}]"
a198,i,"[5, 8, 26, 27, 31]","[{""kind"": ""word"", ""ar"": ""قليل"", ""voweled"": ""قَلِيل"", ""en"": ""little; few"", ""roots"": [27], ""lemma"": ""قليل""}, {""kind"": ""func"", ""ar"": ""من"", ""voweled"": ""مِنْ"", ""en"": ""from"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""العلم"", ""voweled"": ""الْعِلْم"", ""en"": ""the knowledge; science"", ""roots"": [5], ""lemma"": ""علم""}, {""kind"": ""word"", ""ar"": ""أحسن"", ""voweled"": ""أَحْسَن"", ""en"": ""better; best"", ""roots"": [31], ""lemma"": ""أحسن""}, {""kind"": ""func"", ""ar"": ""من"", ""voweled"": ""مِنْ"", ""en"": ""from"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""كثير"", ""voweled"": ""كَثِير"", ""en"": ""many; much"", ""roots"": [26], ""lemma"": ""كثير""}, {""kind"": ""func"", ""ar"": ""من"", ""voweled"": ""مِنْ"", ""en"": ""from"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""الذهب"", ""voweled"": ""الذَّهَب"", ""en"": ""the gold"", ""roots"": [8], ""lemma"": ""ذهب""}]"
a199,i,"[28, 36, 37, 78]","[{""kind"": ""word"", ""ar"": ""أكبر"", ""voweled"": ""أَكْبَر"", ""en"": ""bigger; biggest"", ""roots"": [28], ""lemma"": ""أكبر""}, {""kind"": ""word"", ""ar"": ""مدينة"", ""voweled"": ""مَدِينَة"", ""en"": ""city"", ""roots"": [36], ""lemma"": ""مدينة""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""البلد"", ""voweled"": ""الْبَلَد"", ""en"": ""the country"", ""roots"": [37], ""lemma"": ""بلد""}, {""kind"": ""word"", ""ar"": ""قديمة"", ""voweled"": ""قَدِيمَة"", ""en"": ""old (f.)"", ""roots"": [78], ""lemma"": ""قديم"", ""inflected"": ""fem""}]"
a200,i,"[30, 59, 65]","[{""kind"": ""word"", ""ar"": ""أطول"", ""voweled"": ""أَطْوَل"", ""en"": ""longest"", ""roots"": [30], ""lemma"": ""أطول""}, {""kind"": ""word"", ""ar"": ""طريق"", ""voweled"": ""طَرِيق"", ""en"": ""road; way"", ""roots"": [59], ""lemma"": ""طريق""}, {""kind"": ""func"", ""ar"": ""له"", ""voweled"": ""لَهُ"", ""en"": ""it has; for him"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""بداية"", ""voweled"": ""بِدَايَة"", ""en"": ""beginning"", ""roots"": [65], ""lemma"": ""بداية""}]"
a201,b,"[32, 47]","[{""kind"": ""word"", ""ar"": ""الجمال"", ""voweled"": ""الْجَمَال"", ""en"": ""the beauty"", ""roots"": [32], ""lemma"": ""جمال""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""القلب"", ""voweled"": ""الْقَلْب"", ""en"": ""the heart"", ""roots"": [47], ""lemma"": ""قلب""}]"
a202,b,"[1, 25, 30, 32]","[{""kind"": ""word"", ""ar"": ""كتب"", ""voweled"": ""كَتَبَ"", ""en"": ""wrote"", ""roots"": [1], ""lemma"": ""كتب""}, {""kind"": ""word"", ""ar"": ""الطالب"", ""voweled"": ""الطَّالِب"", ""en"": ""the student"", ""roots"": [25], ""lemma"": ""طالب""}, {""kind"": ""word"", ""ar"": ""جملة"", ""voweled"": ""جُمْلَة"", ""en"": ""sentence"", ""roots"": [32], ""lemma"": ""جملة""}, {""kind"": ""word"", ""ar"": ""طويلة"", ""voweled"": ""طَوِيلَة"", ""en"": ""long (f.)"", ""roots"": [30], ""lemma"": ""طويل"", ""inflected"": ""fem""}]"
a203,i,"[4, 31, 58]","[{""kind"": ""word"", ""ar"": ""تحسن"", ""voweled"": ""تَحَسَّنَ"", ""en"": ""improved"", ""roots"": [31], ""lemma"": ""تحسن""}, {""kind"": ""word"", ""ar"": ""العمل"", ""voweled"": ""الْعَمَل"", ""en"": ""the work"", ""roots"": [4], ""lemma"": ""عمل""}, {""kind"": ""func"", ""ar"": ""هذا"", ""voweled"": ""هَذَا"", ""en"": ""this"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""الشهر"", ""voweled"": ""الشَّهْر"", ""en"": ""the month"", ""roots"": [58], ""lemma"": ""شهر""}]"
a204,b,"[31, 77, 78]","[{""kind"": ""word"", ""ar"": ""الجديد"", ""voweled"": ""الْجَدِيد"", ""en"": ""the new"", ""roots"": [77], ""lemma"": ""جديد""}, {""kind"": ""word"", ""ar"": ""أحسن"", ""voweled"": ""أَحْسَن"", ""en"": ""better; best"", ""roots"": [31], ""lemma"": ""أحسن""}, {""kind"": ""func"", ""ar"": ""من"", ""voweled"": ""مِنْ"", ""en"": ""from"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""القديم"", ""voweled"": ""الْقَدِيم"", ""en"": ""the old"", ""roots"": [78], ""lemma"": ""قديم""}]"
a205,b,"[5, 28, 29]","[{""kind"": ""word"", ""ar"": ""الصغير"", ""voweled"": ""الصَّغِير"", ""en"": ""the small"", ""roots"": [29], ""lemma"": ""صغير""}, {""kind"": ""word"", ""ar"": ""يتعلم"", ""voweled"": ""يَتَعَلَّم"", ""en"": ""learns"", ""roots"": [5], ""lemma"": ""تعلم"", ""inflected"": ""conj""}, {""kind"": ""func"", ""ar"": ""من"", ""voweled"": ""مِنْ"", ""en"": ""from"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""الكبير"", ""voweled"": ""الْكَبِير"", ""en"": ""the big"", ""roots"": [28], ""lemma"": ""كبير""}]"
a206,i,"[25, 28, 33, 70]","[{""kind"": ""word"", ""ar"": ""كبر"", ""voweled"": ""كَبُرَ"", ""en"": ""grew up"", ""roots"": [28], ""lemma"": ""كبر""}, {""kind"": ""word"", ""ar"": ""الولد"", ""voweled"": ""الْوَلَد"", ""en"": ""the boy"", ""roots"": [33], ""lemma"": ""ولد""}, {""kind"": ""func"", ""ar"": ""و"", ""voweled"": ""وَ"", ""en"": ""and"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""أصبح"", ""voweled"": ""أَصْبَحَ"", ""en"": ""became"", ""roots"": [70], ""lemma"": ""أصبح""}, {""kind"": ""word"", ""ar"": ""طالبا"", ""voweled"": ""طَالِبًا"", ""en"": ""a student (acc.)"", ""roots"": [25], ""lemma"": ""طالب"", ""inflected"": ""acc""}]"
a207,i,"[71, 80]","[{""kind"": ""word"", ""ar"": ""اقترب"", ""voweled"": ""اِقْتَرَبَ"", ""en"": ""drew near"", ""roots"": [80], ""lemma"": ""اقتراب"", ""inflected"": ""override""}, {""kind"": ""word"", ""ar"": ""الليل"", ""voweled"": ""اللَّيْل"", ""en"": ""the night"", ""roots"": [71], ""lemma"": ""ليل""}]"
a208,b,"[27, 35, 52]","[{""kind"": ""word"", ""ar"": ""النور"", ""voweled"": ""النُّور"", ""en"": ""the light"", ""roots"": [52], ""lemma"": ""نور""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""البيت"", ""voweled"": ""الْبَيْت"", ""en"": ""the house"", ""roots"": [35], ""lemma"": ""بيت""}, {""kind"": ""word"", ""ar"": ""قليل"", ""voweled"": ""قَلِيل"", ""en"": ""little; few"", ""roots"": [27], ""lemma"": ""قليل""}]"
a209,b,"[32, 52, 70]","[{""kind"": ""word"", ""ar"": ""نور"", ""voweled"": ""نُور"", ""en"": ""light"", ""roots"": [52], ""lemma"": ""نور""}, {""kind"": ""word"", ""ar"": ""الصباح"", ""voweled"": ""الصَّبَاح"", ""en"": ""the morning"", ""roots"": [70], ""lemma"": ""صباح""}, {""kind"": ""word"", ""ar"": ""جميل"", ""voweled"": ""جَمِيل"", ""en"": ""beautiful"", ""roots"": [32], ""lemma"": ""جميل""}]"
a210,b,"[29, 32, 53]","[{""kind"": ""word"", ""ar"": ""الحيوان"", ""voweled"": ""الْحَيَوَان"", ""en"": ""the animal"", ""roots"": [53], ""lemma"": ""حيوان""}, {""kind"": ""word"", ""ar"": ""الصغير"", ""voweled"": ""الصَّغِير"", ""en"": ""the small"", ""roots"": [29], ""lemma"": ""صغير""}, {""kind"": ""word"", ""ar"": ""جميل"", ""voweled"": ""جَمِيل"", ""en"": ""beautiful"", ""roots"": [32], ""lemma"": ""جميل""}]"
a211,b,"[53, 90]","[{""kind"": ""word"", ""ar"": ""الحياة"", ""voweled"": ""الْحَيَاة"", ""en"": ""the life"", ""roots"": [53], ""lemma"": ""حياة""}, {""kind"": ""word"", ""ar"": ""عطاء"", ""voweled"": ""عَطَاء"", ""en"": ""giving"", ""roots"": [90], ""lemma"": ""عطاء""}]"
a212,i,"[33, 90]","[{""kind"": ""word"", ""ar"": ""أعطى"", ""voweled"": ""أَعْطَى"", ""en"": ""gave"", ""roots"": [90], ""lemma"": ""أعطى""}, {""kind"": ""word"", ""ar"": ""الوالد"", ""voweled"": ""الْوَالِد"", ""en"": ""the father"", ""roots"": [33], ""lemma"": ""والد""}, {""kind"": ""word"", ""ar"": ""ولده"", ""voweled"": ""وَلَدَهُ"", ""en"": ""his son"", ""roots"": [33], ""lemma"": ""ولد"", ""inflected"": ""poss""}, {""kind"": ""word"", ""ar"": ""عطية"", ""voweled"": ""عَطِيَّة"", ""en"": ""gift"", ""roots"": [90], ""lemma"": ""عطية""}]"
a213,i,"[33, 77, 90, 91]","[{""kind"": ""word"", ""ar"": ""أخذ"", ""voweled"": ""أَخَذَ"", ""en"": ""took"", ""roots"": [91], ""lemma"": ""أخذ""}, {""kind"": ""word"", ""ar"": ""الولد"", ""voweled"": ""الْوَلَد"", ""en"": ""the boy"", ""roots"": [33], ""lemma"": ""ولد""}, {""kind"": ""word"", ""ar"": ""العطية"", ""voweled"": ""الْعَطِيَّة"", ""en"": ""the gift"", ""roots"": [90], ""lemma"": ""عطية""}, {""kind"": ""func"", ""ar"": ""من"", ""voweled"": ""مِنْ"", ""en"": ""from"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""جده"", ""voweled"": ""جَدِّهِ"", ""en"": ""his grandfather"", ""roots"": [77], ""lemma"": ""جد"", ""inflected"": ""poss""}]"
a214,b,"[74, 90]","[{""kind"": ""word"", ""ar"": ""المعطيات"", ""voweled"": ""الْمُعْطَيَات"", ""en"": ""the data; givens"", ""roots"": [90], ""lemma"": ""معطيات""}, {""kind"": ""word"", ""ar"": ""كاملة"", ""voweled"": ""كَامِلَة"", ""en"": ""complete (f.)"", ""roots"": [74], ""lemma"": ""كامل"", ""inflected"": ""fem""}]"
a215,b,"[20, 32, 46]","[{""kind"": ""word"", ""ar"": ""النفس"", ""voweled"": ""النَّفْس"", ""en"": ""the soul; self"", ""roots"": [46], ""lemma"": ""نفس""}, {""kind"": ""word"", ""ar"": ""تحب"", ""voweled"": ""تُحِبّ"", ""en"": ""loves (f.)"", ""roots"": [20], ""lemma"": ""حب"", ""inflected"": ""conj""}, {""kind"": ""word"", ""ar"": ""الجمال"", ""voweled"": ""الْجَمَال"", ""en"": ""the beauty"", ""roots"": [32], ""lemma"": ""جمال""}]"
a216,b,"[46, 53]","[{""kind"": ""word"", ""ar"": ""التنفس"", ""voweled"": ""التَّنَفُّس"", ""en"": ""the breathing"", ""roots"": [46], ""lemma"": ""تنفس""}, {""kind"": ""word"", ""ar"": ""حياة"", ""voweled"": ""حَيَاة"", ""en"": ""life"", ""roots"": [53], ""lemma"": ""حياة""}]"
a217,i,"[28, 46, 95]","[{""kind"": ""word"", ""ar"": ""المنافسة"", ""voweled"": ""الْمُنَافَسَة"", ""en"": ""the competition"", ""roots"": [46], ""lemma"": ""منافسة""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""السوق"", ""voweled"": ""السُّوق"", ""en"": ""the market"", ""roots"": [95], ""lemma"": ""سوق""}, {""kind"": ""word"", ""ar"": ""كبيرة"", ""voweled"": ""كَبِيرَة"", ""en"": ""big (f.)"", ""roots"": [28], ""lemma"": ""كبير"", ""inflected"": ""fem""}]"
a218,b,"[3, 31, 34]","[{""kind"": ""word"", ""ar"": ""فعل"", ""voweled"": ""فَعَلَ"", ""en"": ""did"", ""roots"": [3], ""lemma"": ""فعل""}, {""kind"": ""word"", ""ar"": ""الرجل"", ""voweled"": ""الرَّجُل"", ""en"": ""the man"", ""roots"": [34], ""lemma"": ""رجل""}, {""kind"": ""word"", ""ar"": ""فعلا"", ""voweled"": ""فِعْلًا"", ""en"": ""a deed (acc.)"", ""roots"": [3], ""lemma"": ""فعل"", ""inflected"": ""acc""}, {""kind"": ""word"", ""ar"": ""حسنا"", ""voweled"": ""حَسَنًا"", ""en"": ""good (acc.)"", ""roots"": [31], ""lemma"": ""حسن"", ""inflected"": ""acc""}]"
a219,b,"[3, 14]","[{""kind"": ""word"", ""ar"": ""الفاعل"", ""voweled"": ""الْفَاعِل"", ""en"": ""the doer"", ""roots"": [3], ""lemma"": ""فاعل""}, {""kind"": ""word"", ""ar"": ""معروف"", ""voweled"": ""مَعْرُوف"", ""en"": ""well-known"", ""roots"": [14], ""lemma"": ""معروف""}]"
a220,i,"[3, 25, 31]","[{""kind"": ""word"", ""ar"": ""التفاعل"", ""voweled"": ""التَّفَاعُل"", ""en"": ""the interaction"", ""roots"": [3], ""lemma"": ""تفاعل""}, {""kind"": ""func"", ""ar"": ""بين"", ""voweled"": ""بَيْنَ"", ""en"": ""between"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""الطلاب"", ""voweled"": ""الطُّلَّاب"", ""en"": ""the students"", ""roots"": [25], ""lemma"": ""طالب"", ""inflected"": ""pl""}, {""kind"": ""word"", ""ar"": ""حسن"", ""voweled"": ""حَسَن"", ""en"": ""good"", ""roots"": [31], ""lemma"": ""حسن""}]"
a221,b,"[33, 63]","[{""kind"": ""word"", ""ar"": ""فتح"", ""voweled"": ""فَتَحَ"", ""en"": ""opened"", ""roots"": [63], ""lemma"": ""فتح""}, {""kind"": ""word"", ""ar"": ""الولد"", ""voweled"": ""الْوَلَد"", ""en"": ""the boy"", ""roots"": [33], ""lemma"": ""ولد""}, {""kind"": ""func"", ""ar"": ""الباب"", ""voweled"": ""الْبَاب"", ""en"": ""the door"", ""roots"": []}]"
a222,b,"[1, 34, 64, 71]","[{""kind"": ""word"", ""ar"": ""أغلق"", ""voweled"": ""أَغْلَقَ"", ""en"": ""closed"", ""roots"": [64], ""lemma"": ""أغلق""}, {""kind"": ""word"", ""ar"": ""الرجل"", ""voweled"": ""الرَّجُل"", ""en"": ""the man"", ""roots"": [34], ""lemma"": ""رجل""}, {""kind"": ""word"", ""ar"": ""المكتب"", ""voweled"": ""الْمَكْتَب"", ""en"": ""the office"", ""roots"": [1], ""lemma"": ""مكتب""}, {""kind"": ""word"", ""ar"": ""ليلا"", ""voweled"": ""لَيْلًا"", ""en"": ""at night"", ""roots"": [71], ""lemma"": ""ليلا""}]"
a223,b,"[49, 63]","[{""kind"": ""word"", ""ar"": ""المفتاح"", ""voweled"": ""الْمِفْتَاح"", ""en"": ""the key"", ""roots"": [63], ""lemma"": ""مفتاح""}, {""kind"": ""func"", ""ar"": ""في"", ""voweled"": ""فِي"", ""en"": ""in"", ""roots"": []}, {""kind"": ""word"", ""ar"": ""اليد"", ""voweled"": ""الْيَد"", ""en"": ""the hand"", ""roots"": [49], ""lemma"": ""يد""}]"
a224,b,"[28, 29, 35, 63]","[{""kind"": ""word"", ""ar"": ""المفتاح"", ""voweled"": ""الْمِفْتَاح"", ""en"": ""the key"", ""roots"": [63], ""lemma"": ""مفتاح""}, {""kind"": ""word"", ""ar"": ""الصغير"", ""voweled"": ""الصَّغِير"", ""en"": ""the small"", ""roots"": [29], ""lemma"": ""صغير""}, {""kind"": ""word"", ""ar"": ""يفتح"", ""voweled"": ""يَفْتَح"", ""en"": ""opens"", ""roots"": [63], ""lemma"": ""فتح"", ""inflected"": ""conj""}, {""kind"": ""word"", ""ar"": ""البيت"", ""voweled"": ""الْبَيْت"", ""en"": ""the house"", ""roots"": [35], ""lemma"": ""بيت""}, {""kind"": ""word"", ""ar"": ""الكبير"", ""voweled"": ""الْكَبِير"", ""en"": ""the big"", ""roots"": [28], ""lemma"": ""كبير""}]"
a225,i,"[29, 33, 62]","[{""kind"": ""word"", ""ar"": ""حمل"", ""voweled"": ""حَمَلَ"", ""en"": ""carried"", ""roots"": [62], ""lemma"": ""حمل""}, {""kind"": ""word"", ""ar"": ""الوالد"", ""voweled"": ""الْوَالِد"", ""en"": ""the father"", ""roots"": [33], ""lemma"": ""والد""}, {""kind"": ""word"", ""ar"": ""ولده"", ""voweled"": ""وَلَدَهُ"", ""en"": ""his son"", ""roots"": [33], ""lemma"": ""ولد"", ""inflected"": ""poss""}, {""kind"": ""word"", ""ar"": ""الصغير"", ""voweled"": ""الصَّغِير"", ""en"": ""the small"", ""roots"": [29], ""lemma"": ""صغير""}]"
